8681:70,518,8,650,76,654,84,302,29,542
8692:70,616,76,654,17,564,302,8,58,542
8711:866,616,76,654,17,84,302,8,58,29
8717:866,616,76,654,17,84,302,8,58,29
8718:518,616,76,302,17,564,654,8,58,542
8719:518,616,654,15,8,84,564,58,29,542
8735:518,616,302,15,17,84,654,8,58,542
8736:518,616,76,654,17,564,302,8,58,508
8746:518,616,650,76,302,8,84,564,58,29
8747:518,616,76,654,8,84,302,564,58,542
8755:866,616,76,654,17,84,302,8,58,29
8760:518,616,302,15,17,564,654,8,58,61
8765:866,616,76,654,17,84,302,8,58,29
8768:518,616,76,654,17,564,302,8,58,542
8771:8,76,654,15,17,564,302,58,29,542
8774:518,616,650,76,654,17,302,58,29,542
8782:5480,168,76,302,719,17,564,1326,8860,661
8788:70,518,8,650,76,84,564,58,29,542
8789:518,616,76,654,15,17,564,302,8,58
8790:226,616,650,76,654,238,17,84,302,8
8802:518,616,650,654,15,8,564,302,29,542
8810:518,616,650,76,654,17,302,8,58,542
8812:616,76,654,15,17,564,302,8,58,542
8822:866,616,76,654,17,84,302,8,58,29
8825:518,616,650,76,654,8,84,302,58,29
8844:866,616,76,654,17,84,302,8,58,29
8850:616,76,302,17,4755,564,654,58,378,245
8852:70,616,76,302,17,84,654,8,58,508
8862:518,616,654,17,302,84,245,8,58,542
8863:70,518,8,654,15,564,302,58,29,542
8868:518,616,1102,654,17,564,302,8,58,542
8870:518,616,76,15,17,564,8,58,29,542
8872:518,616,76,654,17,84,302,8,58,542
8877:616,650,76,654,17,84,302,8,58,29
8889:518,8,616,650,302,17,564,654,58,508
8890:226,616,76,654,17,84,302,8,58,1023
8900:518,616,76,654,15,8,84,302,58,542
8906:518,616,650,76,654,17,84,302,8,58
8912:518,616,138,76,654,17,302,8,58,542
8913:1352,8,616,76,654,17,4755,564,245,508
8915:518,650,76,654,17,564,302,58,29,542
8916:518,616,650,654,17,564,302,8,58,542
8920:226,70,81,616,354,302,17,654,731,508
8924:518,616,76,654,17,84,302,8,58,542
8931:518,616,650,76,654,8,84,302,58,29
8935:518,616,650,76,654,8,84,302,58,29
8936:866,616,76,654,17,84,302,8,58,29
8958:518,616,76,654,8,84,302,58,29,542
8984:866,616,76,654,17,84,302,8,58,29
9000:518,616,650,76,302,15,17,8,29,542
9001:518,616,76,302,15,17,654,8,58,245
9013:322,616,1196,302,17,564,654,58,285,542
9024:518,616,654,15,17,564,302,8,58,542
9079:616,654,15,17,564,302,8,58,61,542
9085:518,616,76,654,17,84,8,58,29,542
9096:518,616,76,654,17,302,564,245,8,378
9098:518,616,76,654,15,17,564,302,8,58
9106:518,616,76,654,15,8,84,302,58,542
9111:616,650,76,654,8,84,302,58,29,542
9122:518,8,650,302,15,17,84,58,29,542
9128:70,518,616,654,8,84,564,58,29,542
9135:518,616,76,654,15,17,84,302,58,542
9141:931,518,616,76,654,17,245,8,378,508
9152:518,616,650,76,654,8,84,302,58,29
9155:518,8,650,302,15,17,564,654,58,542
9157:8,5975,76,302,2543,17,654,311,58,4671
9158:518,616,76,654,17,245,8,58,508,542
9159:518,616,302,15,17,245,8,58,61,654
9160:931,518,616,76,654,17,245,8,378,508
9161:81,8,2153,76,302,719,17,564,1326,984
9171:518,616,654,15,8,84,564,58,29,542
9173:518,616,76,654,8,84,302,58,29,542
9200:518,616,302,15,17,787,84,654,8,58
9224:354,518,1382,8,616,302,17,654,508,245
9225:866,616,76,354,654,17,564,302,8,58
9233:866,616,76,654,17,84,302,8,58,29
9236:518,616,302,15,17,564,654,8,58,542
9237:354,518,70,8,76,301,84,508,29,542
9238:518,616,76,654,15,8,84,302,58,542
9245:616,76,654,17,84,302,8,58,29,542
9249:518,616,76,656,17,84,245,58,1405,1023
9256:518,616,76,654,15,8,302,58,29,542
9276:518,616,650,654,17,564,302,8,58,542
9288:518,616,76,654,15,8,84,302,58,542
9290:866,899,518,616,76,654,17,302,8,58
9291:616,650,76,654,8,84,302,58,29,542
9310:518,616,76,654,15,17,302,8,58,542
9312:518,616,76,654,8,84,302,58,29,542
9313:518,616,76,302,15,17,654,8,58,542
9331:866,616,76,654,17,84,302,8,58,29
9333:866,616,76,654,17,84,302,8,58,29
9350:518,616,650,654,17,84,302,8,58,542
9357:866,616,76,654,17,84,302,8,58,29
9359:518,616,654,8,84,302,564,58,29,542
9364:518,616,76,654,17,84,302,8,58,29
9368:866,616,76,654,17,84,302,8,58,29
9369:518,8,616,76,302,17,564,654,58,245
9371:518,616,650,76,654,15,302,58,29,542
9381:70,616,76,654,17,84,302,8,1913,58
9389:866,616,76,654,17,84,302,8,58,29
9394:518,616,76,654,15,8,84,58,29,542
9400:518,8,76,302,17,84,564,58,29,542
9402:866,616,76,654,17,84,302,8,58,29
9420:518,616,654,15,8,84,302,58,29,542
9431:70,616,302,15,17,787,8,508,542,1023
9432:518,616,654,15,17,302,8,58,29,542
9433:866,616,76,654,17,84,302,8,58,29
9437:616,302,15,17,564,654,8,58,61,542
9442:616,76,302,17,564,654,8,58,508,542
9443:518,8,650,76,654,84,302,58,29,542
9451:518,616,76,302,15,8,84,58,29,542
9473:616,76,654,17,564,302,8,58,508,542
9474:866,616,76,654,17,84,302,8,58,29
9486:866,616,76,654,17,84,302,8,58,29
9487:518,616,654,17,84,302,8,58,29,542
9489:518,616,650,654,17,84,8,58,29,542
9494:518,8,616,76,302,17,564,654,508,245
9498:866,616,76,654,17,84,302,8,58,29
9499:518,616,1196,302,15,17,654,58,61,542
9500:518,616,76,654,15,17,302,8,58,542
9507:518,616,302,15,17,654,8,58,61,542
9514:866,616,76,654,17,84,302,8,58,29
9525:518,616,650,654,17,84,302,8,58,542
9528:353,518,616,302,15,17,654,8,58,542
9531:866,616,76,654,17,84,302,8,58,29
9535:518,616,76,654,15,17,302,8,58,542
9538:518,8,654,17,84,302,564,58,29,542
9541:866,616,76,654,17,84,302,8,58,29
9553:866,616,76,654,17,84,302,8,58,29
9568:8,5975,76,654,2543,17,1011,84,302,311
9570:616,654,17,564,302,8,84,58,508,542
9571:518,103,616,76,654,15,17,302,698,508
9573:518,616,76,302,15,17,564,654,8,58
9576:866,616,76,654,17,84,302,8,58,29
9580:518,616,650,76,654,17,84,302,58,542
9590:354,70,518,650,301,302,17,58,29,542
9593:518,616,76,654,8,84,302,58,29,542
9606:32,518,616,76,654,17,302,8,58,245
9612:518,616,650,76,302,15,8,564,58,29
9613:518,616,654,15,17,564,302,8,58,542
9614:866,616,76,654,17,84,302,8,58,29
9630:616,76,302,15,17,564,654,8,58,542
9665:70,518,8,650,15,17,84,58,29,542
9666:518,70,616,76,302,17,84,8,58,542
9668:518,616,76,654,15,17,302,8,58,542
9680:518,616,650,302,17,564,654,8,58,542
9685:518,616,364,302,15,17,654,58,61,542
9693:518,616,302,17,84,654,8,564,58,542
9694:518,70,616,138,76,302,17,654,58,542
9696:70,616,76,654,17,84,302,8,58,542
9711:866,616,76,654,17,84,302,8,58,29
9722:518,616,76,654,17,84,302,8,58,542
9727:518,616,1196,654,17,564,302,8,58,542
9742:224,616,236,76,654,17,84,302,8,58
9745:70,518,654,15,17,84,564,58,508,542
9752:866,616,76,654,17,84,302,8,58,29
9753:518,616,654,15,17,84,302,8,58,542
9755:616,650,76,654,17,84,8,58,29,542
9757:616,76,301,654,17,84,302,8,58,508
9786:518,616,76,654,8,84,302,58,29,542
9808:518,616,654,15,17,302,8,58,61,542
9810:866,616,76,654,17,84,302,8,58,29
9812:518,616,76,302,15,8,84,58,29,542
9813:518,616,654,17,302,8,58,508,542,245
9818:866,616,76,654,17,84,302,8,58,29
9820:518,616,4268,302,15,17,245,1405,61,542
9824:70,616,76,302,1744,17,84,245,58,508
9827:518,616,76,302,17,84,654,8,58,542
9831:168,76,302,719,17,564,1326,984,58,508
9834:518,616,76,302,15,17,654,8,58,542
9837:518,616,650,76,654,17,84,8,29,542
9839:518,616,76,654,15,17,564,302,58,542
9840:1126,518,616,76,654,17,564,302,58,1405
9864:616,650,76,654,17,84,8,58,29,542
9879:616,364,302,15,17,564,654,542,58,94
9890:518,8,650,654,17,84,302,564,58,542
9891:518,616,76,654,15,8,564,58,29,542
9892:32,518,616,302,15,17,245,8,61,542
9896:518,616,654,15,17,84,302,8,58,542
9899:518,616,76,654,8,84,302,58,29,542
9900:518,616,654,17,84,302,8,564,29,542
9911:866,616,650,76,654,17,84,302,8,58
9926:518,8,650,76,654,84,302,58,29,542
9927:736,224,226,518,327,650,1102,564,508,138
9929:518,616,76,654,15,8,84,302,58,542
9944:866,518,8,616,76,654,17,84,302,58
9945:327,8,616,654,15,17,58,508,1405,542
9946:224,866,616,76,654,17,84,302,8,58
9961:866,616,76,654,17,84,302,8,58,29
9984:866,616,76,654,17,84,302,8,58,29
10030:518,616,650,76,654,8,84,302,29,542
10040:616,76,654,17,564,302,8,58,168,508
10050:518,616,76,654,17,564,302,8,58,542
10051:866,616,76,654,17,84,302,8,58,29
10073:616,650,302,15,17,654,8,58,29,542
10078:866,616,76,654,17,84,302,8,58,29
10082:518,616,76,654,8,84,302,58,29,542
10084:866,616,76,654,17,84,302,8,58,29
10086:518,616,650,76,654,15,17,302,8,29
10088:70,616,650,76,654,17,302,8,58,508
10090:616,76,654,17,564,302,8,84,58,61
10110:518,616,76,654,15,8,84,302,58,542
10111:518,616,654,15,17,564,302,8,58,542
10115:224,616,650,76,654,17,564,302,8,245
10117:518,616,302,15,17,654,8,58,61,542
10130:32,70,518,616,654,17,84,302,58,542
10132:518,616,302,15,17,654,8,58,508,542
10133:866,70,81,616,76,654,17,302,8,58
10136:518,616,650,654,17,564,302,8,58,542
10140:518,616,650,654,17,84,302,8,58,542
10148:518,616,302,17,564,654,8,58,61,542
10155:518,616,654,15,17,84,302,8,58,542
10156:616,76,654,17,1326,84,302,8,1460,58
10194:616,650,76,654,15,8,302,58,29,542
10196:518,616,650,76,302,8,84,58,29,542
10200:131,518,8,616,94,17,245,119,61,542
10210:518,616,302,17,84,654,8,58,508,542
10233:866,616,76,654,17,84,302,8,58,29
10235:354,70,518,8,76,302,17,84,58,508
10236:866,616,76,654,17,84,302,8,58,29
10237:518,616,654,15,17,564,302,8,58,542
10249:866,616,76,654,17,84,302,8,58,29
10254:1511,616,302,17,84,654,8,58,61,542
10267:518,616,650,76,15,8,564,508,29,542
10275:736,1382,616,76,654,17,84,302,58,542
10276:518,616,650,654,84,302,564,58,29,542
10279:616,1196,654,15,17,302,8,58,861,542
10302:518,616,650,76,15,8,84,564,58,542
10303:866,70,81,616,76,654,17,302,8,58
10304:866,616,76,654,17,84,302,8,564,58
10306:70,518,616,650,654,17,84,1102,8,29
10313:518,616,302,15,17,654,8,58,61,542
10317:518,616,654,15,8,84,302,58,29,542
10335:866,616,76,654,17,84,302,8,58,29
10339:70,518,616,650,76,654,564,58,29,542
10342:518,616,650,76,654,17,84,302,8,29
10346:866,616,76,654,17,84,302,8,58,29
10359:518,616,650,76,654,8,84,302,58,542
10364:32,616,76,654,15,17,564,302,8,542
10366:354,70,650,76,654,84,138,564,58,29
10371:518,616,76,654,17,564,302,8,58,542
10377:518,616,654,15,17,84,302,8,58,542
10378:866,616,76,654,17,84,302,8,58,29
10387:866,616,76,654,17,84,302,8,58,29
10388:518,616,76,654,17,84,302,8,58,542
10392:866,616,76,654,17,84,302,8,58,29
10408:518,616,76,654,840,17,564,302,8,58
10420:518,8,302,15,17,564,654,58,61,542
10427:866,616,76,654,17,84,302,8,58,29
10439:70,518,8,650,76,15,84,564,29,542
10445:518,616,302,15,17,84,654,564,58,542
10454:245,616,650,364,302,15,17,654,58,1023
10471:518,616,76,654,15,17,302,8,58,542
10478:518,616,650,76,302,17,84,8,58,542
10479:866,616,650,76,654,17,302,8,58,29
10480:518,8,302,15,17,84,654,564,58,542
10488:518,616,76,654,15,8,84,302,58,29
10502:866,616,76,654,17,84,302,8,58,29
10513:518,8,616,302,17,787,84,654,58,1405
10523:518,8,616,76,302,17,564,245,84,508
10543:65,518,616,76,302,17,564,245,61,654
10554:866,616,76,654,17,84,302,8,58,29
10563:518,616,650,654,8,84,302,58,29,542
10564:518,616,650,654,8,84,302,58,29,542
10570:518,616,650,76,17,84,8,58,29,542
10573:866,616,76,654,17,84,302,8,58,29
10580:518,616,76,302,17,564,654,8,84,58
10636:518,616,76,654,15,8,84,302,29,542
10655:518,616,94,302,17,84,654,8,58,542
10691:32,103,616,999,654,15,17,8,61,542
10693:518,8,76,654,15,17,84,302,564,542
10698:518,8,76,654,15,17,84,302,58,542
10707:866,616,76,654,17,84,302,8,58,29
10710:70,518,616,650,76,15,8,564,58,542
10726:866,616,650,76,654,17,84,302,8,58
10747:866,616,76,654,17,84,302,8,58,29
10758:518,616,76,302,17,654,8,58,508,542
10770:616,654,17,564,302,8,84,58,508,542
10779:866,616,76,654,17,84,302,8,58,29
10794:616,650,654,17,564,302,8,58,861,542
10801:518,616,76,302,15,17,564,654,8,58
10807:518,616,654,15,17,302,8,58,61,542
10820:866,616,76,654,17,84,302,8,564,58
10842:866,616,76,654,17,84,302,8,58,29
10843:518,616,654,15,17,84,302,8,58,542
10844:70,616,302,15,17,654,58,1535,542,1023
10845:518,81,8,616,76,654,17,84,302,58
10854:866,616,76,654,17,84,302,8,58,29
10858:518,616,76,302,17,84,654,8,58,542
10871:32,616,650,76,302,15,17,654,8,58
10892:866,616,76,654,17,84,302,8,58,29
10905:866,616,76,654,17,84,302,8,58,29
10908:518,616,76,302,17,84,654,564,58,542
10913:616,76,302,15,17,564,654,8,58,508
10920:616,650,76,654,8,84,302,58,29,1102
10955:1187,518,616,654,48,17,84,302,8,245
10956:518,616,650,76,654,15,84,302,58,542
10968:32,518,616,302,17,564,654,8,58,542
10991:70,616,650,76,654,17,564,302,8,58
10999:518,616,76,654,15,17,84,58,29,542
11000:616,76,302,17,564,654,8,58,508,542
11022:518,616,76,654,8,84,302,58,29,542
11034:518,8,76,654,15,17,84,564,58,29
11037:32,518,616,76,654,15,17,302,61,245
11047:32,486,616,650,654,15,17,8,61,542
11055:866,616,76,654,17,84,302,8,58,29
11099:518,616,654,15,17,302,8,58,61,542
11105:518,616,650,76,654,15,8,302,29,542
11110:518,8,654,17,564,302,58,2139,61,542
11118:866,616,76,654,17,84,302,8,58,29
11132:518,616,76,302,17,245,58,508,61,654
11134:518,616,76,654,15,17,564,302,8,58
11135:518,616,654,15,17,84,302,8,564,58
11149:518,616,650,76,654,15,8,302,58,542
11150:8772,11590,616,76,654,17,302,5975,58,862
11193:8,616,650,654,17,302,238,58,508,542
11211:866,70,616,76,654,17,84,302,8,58
11222:866,616,76,654,15,17,84,302,8,58
11228:518,8,616,302,15,17,84,245,508,1405
11240:866,616,76,654,17,84,302,8,58,29
11259:866,616,76,654,17,84,302,8,58,29
11264:518,616,650,654,17,84,8,58,29,542
11273:70,616,650,76,15,84,564,58,508,29
11278:518,616,650,76,654,17,302,8,58,542
11279:866,616,76,654,17,84,302,8,58,29
11280:866,616,76,654,17,84,302,8,58,29
11287:518,616,650,76,654,8,302,58,29,542
11332:866,616,76,654,17,84,302,8,58,29
11360:866,616,76,654,17,84,302,8,58,29
11363:518,616,76,654,17,84,302,8,58,542
11378:518,70,616,76,302,17,564,654,8,58
11388:866,616,650,76,654,17,564,302,8,58
11394:518,8,616,302,17,654,58,508,542,245
11404:518,616,76,654,17,84,302,8,58,542
11414:6,616,76,654,17,564,302,8,61,542
11418:518,616,76,654,17,564,302,8,508,542
11419:518,616,650,76,654,8,84,302,58,29
11426:8,76,650,236,302,17,84,654,58,29
11427:354,70,81,616,76,302,17,84,8,508
11428:354,518,616,302,17,84,654,8,58,542
11431:866,616,76,654,17,84,302,8,58,29
11437:616,76,654,17,564,302,8,58,508,542
11439:65,131,518,103,8,15,17,245,61,542
11444:518,616,650,654,17,84,8,58,29,542
11458:866,616,76,654,17,84,302,8,58,29
11462:518,616,76,654,15,17,302,8,58,542
11463:866,899,76,226,15,81,58,508,29,542
11484:518,616,654,15,17,302,8,58,61,542
11507:518,616,650,302,15,17,654,8,58,542
11510:518,616,650,76,654,17,84,58,29,542
11511:866,616,76,654,17,84,302,8,58,29
11525:518,616,650,302,17,84,654,8,58,542
11529:616,654,15,17,84,302,8,58,29,542
11535:518,616,654,15,8,84,302,58,29,542
11537:866,616,76,654,17,84,302,8,58,29
11538:518,616,650,76,17,84,8,58,29,542
11540:866,616,76,654,17,84,302,8,58,508
11552:518,616,76,654,15,8,84,302,58,542
11554:518,8,616,76,654,17,302,564,245,378
11558:65,518,8,616,76,302,15,17,245,508
11569:518,616,650,76,15,8,564,508,29,542
11584:518,8,650,76,654,17,84,302,29,542
11586:518,616,76,654,17,84,302,8,58,542
11603:518,616,650,302,17,564,654,8,58,542
11606:70,518,650,654,15,84,564,58,29,542
11614:70,616,650,76,654,17,84,302,58,29
11616:518,616,302,15,17,564,654,8,58,542
11651:518,616,650,76,654,17,302,8,58,542
11657:616,76,654,17,84,302,8,564,58,542
11660:518,616,650,76,15,17,84,8,58,542
11670:182,518,616,650,76,654,17,302,8,58
11676:616,76,654,15,17,564,302,8,58,542
11685:518,616,650,302,15,17,654,8,58,542
11699:866,616,76,654,17,84,302,8,58,29
11700:518,616,76,654,15,8,84,302,58,542
11716:518,616,76,654,15,8,84,302,58,542
11719:518,616,76,654,17,84,302,8,58,542
11723:32,616,76,302,15,17,564,654,58,542
11738:354,518,8,616,1102,17,302,654,58,29
11749:70,81,616,76,654,17,8,508,61,1023
11775:518,616,76,302,15,17,654,8,58,542
11781:518,616,654,17,84,8,564,58,29,542
11788:616,76,654,15,17,564,302,84,58,29
11795:518,616,76,654,17,302,8,58,542,245
11799:866,616,76,654,17,84,302,8,58,29
11818:32,518,999,616,76,302,15,17,654,58
11825:70,616,76,302,17,564,654,8,58,508
11835:518,616,650,15,17,84,8,58,29,542
11836:866,616,76,654,17,84,302,8,58,29
11838:131,518,70,8,654,17,84,1382,508,1023
11839:866,616,76,654,17,84,302,8,58,29
11843:710,8,616,76,654,17,302,58,508,245
11844:866,616,76,654,17,84,302,8,58,29
11847:8,616,1002,76,302,17,84,441,58,508
11851:866,616,76,654,17,84,302,8,58,29
11856:616,76,654,15,17,564,302,8,58,542
11863:866,616,76,654,17,84,302,8,58,29
11864:866,616,76,654,17,84,302,8,58,29
11865:518,616,650,302,17,84,8,58,29,542
11883:866,616,76,654,17,84,302,8,58,29
11884:70,81,616,76,302,17,84,654,8,508
11885:518,70,616,302,17,84,654,8,58,508
11892:518,616,76,654,17,564,302,58,61,542
11893:518,616,76,302,17,84,654,8,58,542
11896:518,616,650,654,17,84,302,8,58,542
11910:518,616,76,654,8,84,302,58,29,542
11913:70,616,76,302,17,84,654,8,58,542
11922:518,616,302,15,17,84,654,8,29,542
11928:518,616,654,17,564,302,8,84,58,542
11929:518,8,650,654,15,84,564,508,29,542
11939:518,616,76,302,17,564,654,8,58,542
11956:518,616,650,76,654,15,8,84,29,542
11962:81,616,650,76,302,17,564,654,58,542
11968:1126,518,616,654,17,245,8,508,61,542
11972:32,65,518,616,302,17,564,654,542,245
11979:866,616,76,354,302,17,654,8,58,29
11983:518,616,650,76,654,17,84,8,58,542
11988:518,616,76,654,8,84,302,58,29,542
11990:866,616,76,654,17,84,302,8,58,29
11996:866,616,76,654,17,84,302,8,58,29
11999:65,1987,518,616,302,15,17,564,245,654
12008:518,616,302,15,17,564,654,8,58,542
12010:518,616,654,15,17,302,564,245,8,61
12011:616,650,654,15,17,564,302,8,58,542
12027:518,616,650,654,17,564,302,8,58,542
12028:70,518,8,650,76,654,15,84,564,542
12037:518,616,76,654,15,17,84,302,8,29
12047:518,616,654,1405,17,302,8,58,61,542
12050:70,518,616,650,76,654,15,17,564,542
12067:616,650,76,302,17,564,654,8,58,29
12084:70,518,8,650,76,654,17,84,564,29
12094:518,8,616,76,302,17,564,654,58,508
12130:518,616,650,76,302,17,564,654,8,58
12170:518,616,650,654,17,564,302,8,58,542
12199:866,616,650,76,654,17,84,302,8,58
12211:866,70,616,76,654,17,302,8,58,542
12213:866,70,616,76,654,17,84,302,8,58
12232:518,8,650,76,654,17,84,302,564,542
12234:518,616,76,654,17,564,302,8,84,58
12235:518,616,302,15,17,84,8,58,29,542
12237:224,616,650,76,302,17,654,8,58,29
12239:518,616,76,654,17,564,302,58,508,542
12263:8,616,302,15,17,84,654,564,58,542
12268:616,302,15,17,564,654,8,58,61,542
12271:518,616,76,654,15,17,564,245,8,542
12272:518,616,302,15,17,654,8,58,61,542
12296:518,616,302,17,84,654,8,58,542,245
12310:518,616,650,76,654,17,302,8,58,29
12327:518,616,650,654,17,564,302,8,58,542
12328:518,616,76,654,17,564,302,8,58,542
12356:518,616,302,15,17,654,8,58,508,245
12360:518,616,650,76,654,8,84,302,58,542
12364:518,8,76,654,15,84,302,58,29,542
12373:866,616,76,654,17,84,302,8,58,29
12375:70,518,8,76,302,17,84,654,58,542
12376:866,70,81,616,76,654,17,302,8,58
12379:518,327,8,616,654,17,564,58,508,1405
12406:226,616,650,654,17,84,302,8,58,1023
12416:518,616,650,76,654,84,302,58,29,542
12428:866,616,76,654,17,84,302,8,58,29
12433:32,518,616,654,15,17,564,245,8,542
12443:518,616,654,15,17,564,302,8,58,542
12453:518,616,650,654,15,8,302,58,29,542
12464:518,8,616,302,15,17,654,58,61,542
12467:518,616,76,302,15,17,245,8,58,654
12474:101,518,8,616,76,654,17,84,302,58
12480:518,616,302,15,17,654,8,58,29,542
12496:866,616,76,654,17,84,302,8,58,29
12498:866,616,76,654,17,84,302,8,58,29
12505:226,616,76,654,17,564,302,58,2139,508
12512:518,616,650,76,654,15,8,84,58,542
12531:616,650,654,15,17,564,302,8,58,542
12532:866,616,76,654,17,84,302,8,58,29
12533:518,616,650,76,15,8,564,58,29,542
12534:866,616,76,654,17,84,302,8,58,29
12536:518,616,650,302,15,17,84,58,29,542
12540:518,616,650,654,17,84,8,58,29,542
12541:518,616,76,654,17,564,302,8,58,542
12544:518,616,650,76,654,17,84,302,58,29
12549:354,616,76,654,17,84,302,8,58,29
12552:518,616,654,17,564,245,8,58,61,542
12555:70,81,616,76,302,17,654,8,58,698
12556:354,518,8,616,1102,17,302,58,29,654
12559:518,616,76,654,8,84,302,58,29,542
12562:866,616,76,654,17,84,302,8,58,29
12564:70,518,616,76,15,8,84,564,58,542
12568:866,616,76,654,17,84,302,8,58,29
12573:518,616,654,15,17,302,8,58,61,542
12587:518,616,76,654,8,84,302,58,29,542
12595:616,76,302,15,17,564,654,8,58,542
12601:616,650,76,654,17,84,302,8,58,542
12604:70,518,650,76,302,15,84,564,508,29
12616:70,616,650,76,654,17,84,302,8,58
12622:518,616,650,654,17,84,302,8,29,542
12628:866,616,76,654,17,84,302,8,58,29
12630:518,616,654,15,17,84,302,8,58,542
12642:518,616,650,76,654,15,17,564,8,29
12660:518,616,654,15,17,564,302,8,58,542
12662:518,8,76,654,15,17,564,302,84,58
12663:518,616,650,654,15,17,302,8,58,542
12669:518,616,650,302,17,654,8,58,29,542
12676:65,1410,1987,518,103,616,17,245,8,508
12700:8,616,76,302,17,84,245,58,508,654
12701:616,654,15,17,84,302,564,58,61,542
12723:616,76,302,15,17,245,8,58,508,654
12725:518,616,650,302,15,17,654,8,58,542
12739:70,518,81,616,76,654,17,302,8,58
12753:616,650,654,17,564,302,8,84,58,542
12754:866,616,76,654,17,84,302,8,58,29
12761:616,76,654,15,17,564,302,8,58,542
12766:32,226,70,81,616,302,17,564,654,508
12767:866,616,76,654,17,84,302,8,58,29
12773:65,518,616,654,15,17,564,245,8,542
12779:866,616,76,654,17,84,302,8,58,29
12780:518,616,302,238,17,654,8,58,508,542
12794:518,616,654,15,17,564,302,8,58,542
12795:518,616,650,654,17,84,8,58,29,542
12796:518,616,361,76,302,17,564,654,58,542
12799:866,616,76,654,17,84,302,8,58,29
12804:32,518,616,302,17,654,8,58,508,245
12807:17316,12294,81,616,76,654,17,302,5975,58
12811:518,616,76,654,17,84,302,8,58,542
12836:518,616,302,15,17,654,8,58,61,542
12841:866,616,76,654,17,84,302,8,58,29
12852:518,616,654,15,17,564,302,58,29,542
12860:616,650,76,654,15,564,245,58,29,542
12885:518,616,650,654,8,84,302,564,58,29
12892:518,616,76,654,8,84,302,58,29,542
12898:518,616,654,15,17,302,8,58,29,542
12902:866,70,81,616,76,654,17,302,8,58
12912:354,70,650,76,15,17,84,245,564,508
12918:518,616,650,302,15,17,84,8,29,542
12928:518,616,650,654,17,84,302,564,58,542
12931:518,616,650,302,15,17,654,8,29,542
12934:322,616,76,302,15,17,84,654,8,58
12939:226,518,616,76,302,17,564,654,8,58
12956:518,616,654,15,17,564,302,8,58,542
12967:616,302,15,17,564,654,8,58,61,542
12970:518,616,76,654,17,564,302,8,58,542
12985:866,616,76,654,17,84,302,8,58,29
12986:518,616,650,654,17,564,302,8,58,542
12991:616,650,76,302,15,17,564,654,8,542
12998:518,616,302,17,84,654,8,58,29,542
13004:518,616,76,302,15,17,654,8,58,542
13019:518,616,76,654,17,84,302,8,58,542
13024:866,616,76,654,17,84,302,8,58,29
13025:866,616,76,654,17,84,302,8,58,29
13039:354,70,8,616,76,302,17,654,58,1023
13040:70,81,616,76,302,17,84,654,8,58
13050:866,616,76,654,17,84,302,8,58,29
13060:866,616,76,654,17,84,302,8,58,29
13062:518,8,616,76,654,17,564,302,84,58
13071:518,616,650,654,8,84,302,58,29,542
13080:866,616,76,654,17,84,302,8,58,29
13081:354,899,70,8,650,76,654,15,84,1102
13087:32,616,654,1405,17,564,302,58,61,542
13092:518,616,76,302,15,8,84,58,29,542
13094:518,616,76,654,17,564,302,8,58,542
13106:866,616,76,654,17,84,302,8,58,29
13109:518,616,76,654,17,564,302,8,58,542
13110:518,616,654,15,17,564,302,8,58,542
13116:866,81,616,76,654,17,84,302,8,58
13152:518,616,650,76,654,17,84,8,58,542
13153:32,616,76,302,17,564,654,58,861,542
13177:616,650,76,302,15,17,654,8,58,542
13179:518,616,650,654,17,564,302,8,58,542
13192:866,616,76,654,17,84,302,8,58,29
13195:518,616,650,302,17,654,8,58,61,542
13226:866,616,76,654,17,84,302,8,58,29
13233:518,616,650,654,15,17,302,8,58,542
13259:866,616,76,654,17,84,302,8,58,29
13264:616,76,654,15,8,84,302,58,29,542
13269:866,616,76,654,17,84,302,8,58,29
13280:518,616,76,654,17,84,302,8,58,542
13285:70,616,76,302,17,564,654,8,58,508
13289:616,76,302,17,84,654,8,58,61,542
13295:70,518,8,650,76,654,84,302,29,542
13296:866,70,616,76,654,17,84,302,8,58
13307:518,616,650,76,654,17,564,302,58,542
13312:518,616,650,76,654,8,84,564,58,542
13319:866,616,76,654,17,84,302,8,58,29
13325:866,518,616,76,654,17,84,302,8,58
13335:518,8,76,654,15,17,84,302,58,542
13339:866,616,76,654,17,84,302,8,58,29
13353:518,616,76,654,15,17,302,8,58,542
13367:616,76,302,17,564,654,8,58,168,508
13375:866,616,76,654,17,84,302,8,58,29
13377:518,616,76,654,17,84,302,8,58,542
13380:866,616,76,654,17,84,302,8,58,29
13387:866,70,616,76,654,17,84,302,8,58
13392:866,616,650,76,654,17,84,302,58,29
13414:518,616,650,76,654,8,84,302,58,29
13425:866,616,76,654,17,84,302,8,58,29
13432:518,616,654,15,17,787,302,8,58,542
13434:518,616,76,654,8,84,302,58,29,542
13435:32,616,654,15,17,302,58,61,542,245
13436:866,616,76,654,17,84,302,8,58,29
13444:518,616,654,15,17,84,302,8,58,542
13445:518,8,650,654,17,84,302,58,29,542
13447:866,616,76,654,17,84,302,8,58,29
13459:518,616,76,654,17,564,302,8,58,542
13464:518,616,76,654,15,17,302,8,58,542
13466:518,616,302,17,564,654,8,84,58,542
13467:518,616,76,654,17,302,8,58,508,542
13469:518,616,76,654,15,8,84,564,58,542
